"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.704861917E0,6.283633118E0,5.269042969E0,-4.690496063E0,9.447095442E0
2.714877916E0,6.077062683E0,5.148693237E0,-4.660558319E0,9.228246678E0
2.724894917E0,5.944288788E0,5.043761444E0,-4.983586578E0,9.252579850E0
2.734911917E0,6.063141632E0,5.002147980E0,-5.122198334E0,9.381902080E0
2.744928917E0,6.313870239E0,5.116510162E0,-5.461692352E0,9.791512498E0
2.754945917E0,6.570137329E0,5.194348297E0,-5.623505859E0,1.008819988E1
2.764962917E0,6.443800049E0,5.311105499E0,-5.923332367E0,1.023798159E1
2.774979917E0,6.180946655E0,5.323679352E0,-5.985004120E0,1.011760533E1
2.784995917E0,6.102659454E0,5.270090790E0,-5.806724854E0,9.936516637E0
2.795012917E0,6.100863190E0,5.252277832E0,-5.736371155E0,9.884983971E0
2.805029917E0,6.203998718E0,5.144501953E0,-5.591622162E0,9.809268007E0
2.815046917E0,6.220165100E0,5.040019226E0,-5.246739349E0,9.571860920E0
2.825063917E0,6.107898560E0,4.993615723E0,-5.062771912E0,9.374128345E0
2.835080917E0,5.993237000E0,5.021457825E0,-5.341043243E0,9.468931901E0
2.845096917E0,6.002368011E0,4.982239380E0,-5.772446136E0,9.704239557E0
2.855113625E0,6.109096069E0,4.953798523E0,-6.115832062E0,9.963160964E0
2.865130625E0,6.252048798E0,4.964875488E0,-6.262676697E0,1.014688239E1
2.875147625E0,6.362070007E0,5.004243622E0,-6.264922028E0,1.023560633E1
2.885164625E0,6.508465576E0,5.004542999E0,-6.126759338E0,1.024415710E1
2.895181625E0,6.550977173E0,4.962929535E0,-5.833519135E0,1.007848783E1
2.905197625E0,6.240971832E0,4.972060547E0,-5.503754883E0,9.693422167E0
2.915214625E0,5.917045441E0,4.948559418E0,-5.451513519E0,9.445563335E0
2.925231625E0,5.839356995E0,4.869074707E0,-5.423521729E0,9.339195177E0
2.935248625E0,5.677693176E0,4.846322021E0,-5.342240753E0,9.179464756E0
2.945265625E0,5.578150177E0,4.871918793E0,-5.361400909E0,9.143083278E0
2.955282625E0,5.741759949E0,4.965174866E0,-5.648054810E0,9.461569209E0
2.965298625E0,5.866600342E0,5.065915375E0,-5.750890961E0,9.651592874E0
2.975315625E0,5.933062134E0,5.147346039E0,-5.815706177E0,9.773373822E0
2.985332625E0,6.174809418E0,5.182672577E0,-5.943390656E0,1.001560077E1
2.995349625E0,6.386768646E0,5.102289734E0,-5.874982910E0,1.006675710E1
3.005366625E0,6.379733276E0,5.060376892E0,-5.745951233E0,9.966161073E0
3.015383625E0,6.256090393E0,5.100044403E0,-5.829776917E0,9.956677097E0
3.025399625E0,6.041137390E0,5.121150513E0,-5.954317932E0,9.908351305E0
3.035416625E0,5.868246918E0,5.087021484E0,-5.968238983E0,9.794589631E0
3.045433625E0,5.775888977E0,5.012027435E0,-5.984255676E0,9.710439150E0
3.055450625E0,5.896987152E0,4.944517822E0,-5.982010345E0,9.747161727E0
3.065467625E0,6.208938446E0,4.852459259E0,-5.798491974E0,9.783648944E0
3.075484625E0,6.380781097E0,4.799619141E0,-5.670358429E0,9.793042225E0
3.085500625E0,6.425687714E0,4.759502563E0,-5.632487183E0,9.780963097E0
3.095517625E0,6.459517365E0,4.771477661E0,-5.511089630E0,9.739839453E0
3.105534625E0,6.372847595E0,4.762795715E0,-5.181175690E0,9.494313615E0
3.115551625E0,6.300098877E0,4.572691040E0,-4.491559753E0,8.987483420E0
3.125568625E0,6.500681763E0,4.472249908E0,-4.304897919E0,8.988438614E0
3.135585625E0,6.706204376E0,4.659061432E0,-4.779111786E0,9.461497769E0
3.145602625E0,6.490951996E0,4.954846344E0,-5.541177063E0,9.868515762E0
3.155618625E0,6.325246582E0,5.172793121E0,-6.134692841E0,1.021768023E1
3.165635625E0,6.392905884E0,5.215753784E0,-6.643933868E0,1.059316716E1
3.175652625E0,6.515950012E0,5.178032227E0,-6.701414337E0,1.068543759E1
3.185669625E0,6.609206085E0,5.160967712E0,-6.529122620E0,1.062763544E1
