"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.415612833E0,4.949906616E0,4.384682007E0,-6.881190491E0,9.543468677E0
1.425628833E0,5.185965729E0,4.310436401E0,-6.763684845E0,9.550996555E0
1.435645833E0,5.418132935E0,4.373605042E0,-6.898404694E0,9.801661740E0
1.445662833E0,5.323230286E0,4.458927612E0,-7.082821198E0,9.918929995E0
1.455679833E0,4.924010468E0,4.555476837E0,-7.384144592E0,9.976163574E0
1.465696833E0,4.678371277E0,4.614753571E0,-7.748936005E0,1.016017311E1
1.475713833E0,4.642895050E0,4.712799683E0,-8.015681305E0,1.039317575E1
1.485730833E0,4.791685638E0,4.777016144E0,-8.416847076E0,1.079923373E1
1.495747833E0,5.053191833E0,4.630770264E0,-8.173004150E0,1.066661979E1
1.505764833E0,4.917573853E0,4.412224731E0,-7.541617126E0,1.002627790E1
1.515781833E0,4.688849487E0,4.290827179E0,-6.837631073E0,9.335400692E0
1.525798833E0,4.835394745E0,4.381538544E0,-6.388415222E0,9.131854762E0
1.535815833E0,5.127138062E0,4.552033997E0,-6.436764679E0,9.404280820E0
1.545832833E0,5.105732574E0,4.629572754E0,-6.506968689E0,9.478506767E0
1.555850166E0,5.100792847E0,4.724924469E0,-7.033423920E0,9.889997520E0
1.565867167E0,5.353168030E0,4.757556610E0,-7.455845490E0,1.033829700E1
1.575884167E0,5.562133484E0,4.666096802E0,-7.362589417E0,1.034009242E1
1.585901167E0,5.425767059E0,4.537364502E0,-7.134314117E0,1.004614666E1
1.595918166E0,5.063819733E0,4.380490723E0,-6.597081299E0,9.399598445E0
1.605935167E0,4.784650269E0,4.384981384E0,-6.399641876E0,9.114623200E0
1.615952167E0,4.758604431E0,4.548740845E0,-6.584058380E0,9.310487858E0
1.625969166E0,4.782554626E0,4.690795441E0,-6.841672668E0,9.575221957E0
1.635986167E0,4.589456177E0,4.765490112E0,-6.822811890E0,9.503881633E0
1.646003167E0,4.451293488E0,4.773872681E0,-6.725214844E0,9.371893553E0
1.656020167E0,4.498744812E0,4.791685638E0,-6.752458191E0,9.423091200E0
1.666037166E0,4.344266052E0,4.714745636E0,-6.771618347E0,9.325035602E0
1.676053166E0,3.747008057E0,4.620292053E0,-7.027436371E0,9.207172746E0
1.686070167E0,3.206781464E0,4.471202087E0,-7.475454712E0,9.282107445E0
1.696087167E0,3.133583679E0,4.361629944E0,-8.264164581E0,9.855941288E0
1.706104167E0,3.392694855E0,4.291725311E0,-8.571026459E0,1.016817482E1
1.716121166E0,3.489543457E0,4.354444885E0,-8.240064697E0,9.951721962E0
1.726138167E0,3.536845093E0,4.674629059E0,-8.110284576E0,1.000690491E1
1.736155167E0,3.602408752E0,5.040468292E0,-7.983348541E0,1.010532154E1
1.746172166E0,3.579656067E0,5.136568451E0,-8.087382202E0,1.022761086E1
1.756189167E0,3.422033844E0,4.633165283E0,-7.569459229E0,9.511742700E0
1.766206167E0,3.251837769E0,3.846700745E0,-6.868766327E0,8.517717203E0
1.776223166E0,3.312761078E0,3.323838043E0,-6.926396484E0,8.366436132E0
1.786240167E0,3.403622131E0,2.975512390E0,-7.018754425E0,8.348726327E0
1.796257167E0,3.707639923E0,2.803969116E0,-6.679410095E0,8.137773395E0
1.806274167E0,4.470453644E0,2.819237366E0,-6.480623474E0,8.362507741E0
1.816291166E0,5.383255463E0,3.026256866E0,-6.593039703E0,9.033595216E0
1.826308167E0,6.066584473E0,3.365002441E0,-6.570736084E0,9.555169349E0
1.836325167E0,6.685846710E0,3.884721680E0,-7.236850891E0,1.059073272E1
1.846342166E0,7.566315765E0,4.435276794E0,-8.501570892E0,1.221464376E1
1.856359167E0,8.256380768E0,4.498146057E0,-8.224048004E0,1.249144135E1
1.866376167E0,8.204738159E0,4.251608734E0,-7.709268494E0,1.203439761E1
1.876393166E0,8.080795898E0,3.768563232E0,-7.402855682E0,1.158894315E1
1.886410167E0,8.264613647E0,3.138523407E0,-7.398215332E0,1.152769526E1
1.896427167E0,8.351433105E0,2.470612335E0,-7.934250641E0,1.178145549E1
1.906444167E0,7.608677673E0,1.724563751E0,-6.662046204E0,1.025909137E1
1.916461166E0,6.739135895E0,1.411414948E0,-4.029171295E0,7.977610299E0
1.926477166E0,6.591093750E0,2.075284424E0,-5.620961151E0,8.907554464E0
1.936494166E0,6.517446899E0,2.113455048E0,-5.000800781E0,8.482441558E0
1.946511167E0,7.402705994E0,1.757495270E0,-3.352727966E0,8.314423039E0
1.956528167E0,9.116641846E0,1.642684021E0,-2.103276215E0,9.499228399E0
1.966545166E0,1.003737717E1,1.649270325E0,-1.737287292E0,1.031926355E1
1.976562167E0,9.491312714E0,1.486858063E0,-1.875599670E0,9.788444108E0
1.986579167E0,8.787326660E0,1.466799774E0,-2.809058533E0,9.341275140E0
1.996596166E0,8.534053345E0,1.691183167E0,-3.641178131E0,9.431243034E0
2.006613167E0,8.270601196E0,1.921404419E0,-4.496050415E0,9.607762925E0
2.016630167E0,8.264164581E0,2.165696411E0,-5.485941925E0,1.015294125E1
2.026647167E0,8.619974670E0,2.383643188E0,-6.162684631E0,1.086114175E1
2.036664166E0,9.196575623E0,2.396217041E0,-5.943091278E0,1.120888903E1
2.046681167E0,9.561816101E0,2.124232635E0,-5.634283447E0,1.129981599E1
2.056698167E0,9.136849823E0,1.613943787E0,-5.331762543E0,1.070114625E1
2.066715166E0,8.056995392E0,1.010847931E0,-4.852309570E0,9.459487113E0
2.076732167E0,6.889872437E0,6.592291260E-1,-4.979544983E0,8.526476029E0
2.086749167E0,6.114933929E0,7.191046143E-1,-5.730533295E0,8.411215147E0
2.096766166E0,5.671256561E0,1.135239258E0,-6.235283661E0,8.504744646E0
2.106783167E0,4.953349457E0,1.596130829E0,-6.351741486E0,8.211450807E0
2.116800167E0,3.861070862E0,2.210153961E0,-6.730004883E0,8.067565584E0
2.126817167E0,3.232976990E0,2.976410522E0,-7.647746429E0,8.820384644E0
2.136834166E0,3.382516022E0,3.589685211E0,-8.397387543E0,9.738756188E0
2.146851167E0,4.104913788E0,3.930376740E0,-8.947643280E0,1.059992919E1
2.156868167E0,5.192552032E0,3.792064362E0,-9.464817810E0,1.144225174E1
2.166884167E0,6.012546844E0,3.165467377E0,-8.669222260E0,1.101482264E1
2.176901167E0,6.160738678E0,2.592908020E0,-8.676557007E0,1.095264875E1
2.186918166E0,5.273533630E0,2.341880035E0,-8.069419556E0,9.920186037E0
2.196935167E0,4.567901001E0,2.559976501E0,-8.866511993E0,1.029729257E1
2.206952167E0,4.342020721E0,2.662962341E0,-9.140891418E0,1.046424428E1
2.216969166E0,4.775070190E0,2.598147125E0,-9.814490662E0,1.121944253E1
2.226986167E0,5.436095581E0,2.381697235E0,-9.967472534E0,1.160060885E1
2.237003167E0,5.574707336E0,2.395169220E0,-1.023751099E1,1.190045498E1
2.247020166E0,5.002297668E0,2.642454987E0,-9.709708557E0,1.123761499E1
2.257037167E0,4.749772797E0,2.896327057E0,-9.392967224E0,1.091681663E1
2.267054167E0,5.170248413E0,2.964884491E0,-9.182205505E0,1.094691311E1
2.277071167E0,5.788911896E0,2.664309540E0,-9.067244568E0,1.108264275E1
2.287088166E0,6.184688873E0,2.108215942E0,-8.887618103E0,1.103107912E1
2.297105167E0,6.038442993E0,1.698068848E0,-8.101602631E0,1.024608202E1
2.307122167E0,5.569019165E0,1.469494171E0,-6.781946869E0,8.897650865E0
2.317139166E0,5.426216125E0,1.501826935E0,-6.297254791E0,8.447172514E0
2.327156167E0,5.692212982E0,1.695973206E0,-6.568790131E0,8.855880393E0
2.337173167E0,6.353537750E0,1.885179749E0,-6.836134186E0,9.521243366E0
2.347190166E0,6.953789520E0,2.052232361E0,-7.347321167E0,1.032230472E1
2.357207166E0,6.990463257E0,2.340532837E0,-8.295150146E0,1.109748559E1
2.367224167E0,6.824009399E0,2.550396423E0,-8.577313385E0,1.125352972E1
2.377241167E0,6.641538849E0,2.786006470E0,-9.181007996E0,1.166888076E1
2.387258166E0,6.513255615E0,2.976560211E0,-9.911189575E0,1.222759536E1
2.397275167E0,6.775360565E0,3.009791107E0,-9.995913391E0,1.244518533E1
2.407292167E0,7.248526611E0,2.883902893E0,-9.740544434E0,1.247943267E1
2.417308167E0,6.807693329E0,2.423310699E0,-9.270821228E0,1.175437150E1
2.427325167E0,5.692512360E0,1.643432465E0,-7.822732544E0,9.813292602E0
2.437342166E0,4.976551208E0,1.100810852E0,-7.933053131E0,9.429272424E0
2.447359167E0,5.656587067E0,7.476951599E-1,-7.666008453E0,9.556344013E0
2.457376167E0,7.812404022E0,8.460406494E-1,-6.693630524E0,1.032250604E1
2.467393166E0,9.499096527E0,1.400936737E0,-6.249953156E0,1.145676102E1
2.477410167E0,9.115144958E0,1.854194183E0,-4.743635559E0,1.044155075E1
2.487427167E0,7.225923615E0,1.867815857E0,-3.386707306E0,8.195882779E0
2.497444167E0,6.328988800E0,1.673819275E0,-3.435206451E0,7.393132865E0
2.507461166E0,6.676116943E0,1.325343933E0,-2.829266510E0,7.371012343E0
2.517478167E0,6.761738892E0,1.036444702E0,-2.115850067E0,7.160457525E0
2.527495167E0,7.128476257E0,1.208287354E0,-2.520758057E0,7.656980688E0
2.537512166E0,8.069120178E0,1.670825500E0,-2.687960358E0,8.667611504E0
2.547529167E0,8.722661133E0,2.081122284E0,-2.549049225E0,9.322743113E0
2.557546333E0,8.197403412E0,2.138303375E0,-2.566113739E0,8.851819234E0
2.567563333E0,7.471712494E0,2.024839325E0,-2.868934021E0,8.255740082E0
2.577580333E0,6.952592010E0,1.919458466E0,-3.530857544E0,8.030554866E0
2.587597333E0,6.305936737E0,1.849404144E0,-4.071832581E0,7.730779675E0
2.597614333E0,6.089486847E0,1.899250488E0,-4.611011353E0,7.870859430E0
2.607631333E0,6.408772888E0,1.977088623E0,-5.182073822E0,8.475561247E0
2.617648333E0,7.055877228E0,1.947150879E0,-5.216053162E0,8.987992578E0
2.627665333E0,7.717201996E0,1.865869904E0,-5.470224609E0,9.641578419E0
2.637682333E0,8.082592163E0,1.714085541E0,-5.922434235E0,1.016570768E1
2.647699333E0,7.900570679E0,1.395547943E0,-5.949827271E0,9.988343990E0
2.657716333E0,7.129973145E0,1.065035248E0,-5.520669708E0,9.080121758E0
2.667733333E0,6.254294128E0,1.000519409E0,-5.719905396E0,8.534316133E0
2.677750333E0,5.903573456E0,1.325194244E0,-7.305108948E0,9.485406479E0
2.687766333E0,5.881868591E0,1.702260132E0,-8.697363739E0,1.063664438E1
2.697783333E0,5.745801544E0,1.993105316E0,-8.856183472E0,1.074330907E1
2.707800333E0,5.652395782E0,2.501298523E0,-9.327403564E0,1.118957236E1
2.717817333E0,6.456074524E0,3.085683289E0,-1.014620087E1,1.241562450E1
2.727834333E0,8.317753143E0,3.360811157E0,-1.044872177E1,1.377155967E1
2.737851333E0,9.941726074E0,3.321143646E0,-9.837842102E0,1.437536259E1
2.747868333E0,1.003887405E1,3.048410797E0,-8.351882172E0,1.340991187E1
2.757885333E0,8.598569183E0,2.646795959E0,-7.233557739E0,1.154405814E1
2.767902333E0,6.217620392E0,2.218536530E0,-6.472091217E0,9.244926846E0
2.777919333E0,4.353546753E0,2.111658783E0,-6.903194733E0,8.430099030E0
2.787936333E0,3.451522522E0,2.398162994E0,-7.467820587E0,8.569278720E0
2.797953333E0,3.239413605E0,2.954555969E0,-8.123457184E0,9.231129839E0
2.807970333E0,2.974614258E0,3.427422638E0,-8.634494476E0,9.754488750E0
2.817987333E0,2.792143707E0,3.635489960E0,-9.665550385E0,1.069746316E1
2.828004333E0,1.735940094E0,3.378624115E0,-9.957593079E0,1.065749731E1
2.838021333E0,1.085093536E0,2.688409424E0,-1.034783157E1,1.074628268E1
2.848038333E0,1.425635376E0,1.945953369E0,-1.052162018E1,1.079461263E1
