"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.047818333E0,3.598816223E0,5.613327026E0,-6.894363098E0,9.591306535E0
2.057835334E0,3.583248596E0,5.384003906E0,-6.462960205E0,9.143140772E0
2.067852333E0,3.775448914E0,5.167703705E0,-6.524781647E0,9.139581589E0
2.077868458E0,3.972738647E0,5.026098175E0,-6.955286407E0,9.456232032E0
2.087885458E0,4.079915771E0,4.953648834E0,-7.410789185E0,9.803272199E0
2.097901458E0,4.169279938E0,5.027145996E0,-7.746690674E0,1.013243843E1
2.107918459E0,4.062851257E0,5.236261139E0,-7.894732819E0,1.030786095E1
2.117934458E0,3.780238953E0,5.418432312E0,-7.757617950E0,1.018971302E1
2.127951459E0,3.478466492E0,5.513933716E0,-7.521109772E0,9.953405767E0
2.137967458E0,3.370690613E0,5.518424377E0,-7.398365021E0,9.826004671E0
2.147984458E0,3.604205017E0,5.476661224E0,-7.791597290E0,1.018298091E1
2.158001458E0,4.086951141E0,5.400319977E0,-8.291108551E0,1.070556428E1
2.168017458E0,4.377047882E0,5.227579193E0,-8.483009491E0,1.088336264E1
2.178034458E0,4.259542236E0,4.883893890E0,-7.819589081E0,1.015588957E1
2.188050458E0,3.871100006E0,4.691394196E0,-7.332651672E0,9.526928954E0
2.198067458E0,3.444936218E0,4.743485870E0,-7.594606934E0,9.594076205E0
2.208083458E0,3.149600372E0,4.900209961E0,-7.576793976E0,9.557188243E0
2.218100458E0,2.931204529E0,5.135820007E0,-7.950866089E0,9.908828321E0
2.228116458E0,2.822231140E0,5.370382233E0,-8.430319061E0,1.038635034E1
2.238133458E0,2.748883667E0,5.398374023E0,-8.430618439E0,1.038143202E1
2.248150459E0,2.590363312E0,5.328170013E0,-8.758137360E0,1.057375751E1
2.258166458E0,2.575394440E0,5.195545807E0,-9.027577057E0,1.072956198E1
2.268183458E0,2.916984100E0,4.997507629E0,-8.786877594E0,1.052107868E1
2.278199458E0,3.469934235E0,4.896018677E0,-8.567433929E0,1.046003664E1
2.288216458E0,3.895948334E0,4.928650818E0,-8.589737549E0,1.064206763E1
2.298232459E0,3.974834290E0,4.965025177E0,-8.063881073E0,1.027019769E1
2.308249458E0,3.674109650E0,5.039420471E0,-7.475305023E0,9.735246560E0
2.318266458E0,3.247646484E0,5.079986115E0,-7.140451355E0,9.345561094E0
2.328282458E0,3.101400604E0,5.082381134E0,-7.231162720E0,9.366909735E0
2.338299458E0,3.475921783E0,5.040767670E0,-7.786507874E0,9.905608301E0
2.348315458E0,4.032763824E0,4.926106110E0,-8.371940460E0,1.051756115E1
2.358332458E0,4.212240601E0,4.821473694E0,-8.649014282E0,1.076080980E1
2.368348458E0,3.885320435E0,4.762047272E0,-8.207432556E0,1.025352419E1
2.378365458E0,3.298540649E0,4.769082642E0,-7.478298798E0,9.463058309E0
2.388381458E0,2.775827637E0,4.800966339E0,-6.857090607E0,8.818967539E0
2.398398458E0,2.361638947E0,4.922064514E0,-6.956034851E0,8.842538009E0
2.408415458E0,2.219883728E0,5.035827942E0,-7.002138977E0,8.906031500E0
2.418431459E0,2.496508484E0,5.173242188E0,-7.948321381E0,9.806671306E0
2.428448458E0,3.417543182E0,5.325774994E0,-9.391919403E0,1.132482365E1
2.438464459E0,4.481829987E0,5.300627289E0,-9.686357117E0,1.191675140E1
2.448481458E0,5.145699463E0,5.306614838E0,-9.491013336E0,1.202986775E1
2.458497458E0,5.065765686E0,5.368436279E0,-8.607101440E0,1.133861920E1
2.468514458E0,3.964505768E0,5.284311218E0,-6.314319305E0,9.138483426E0
2.478530458E0,2.210453339E0,5.006938019E0,-4.413122864E0,7.030731519E0
2.488547458E0,8.554710388E-1,4.624483337E0,-4.098626862E0,6.238302573E0
2.498564458E0,7.920030212E-1,4.536316681E0,-5.959107971E0,7.531029520E0
2.508580458E0,2.091750183E0,4.780758362E0,-8.357121277E0,9.852540047E0
2.518597458E0,3.766467590E0,4.974455566E0,-1.002749771E1,1.181025811E1
2.528613458E0,5.030139771E0,5.116061096E0,-1.051683014E1,1.273106843E1
2.538630459E0,5.539231110E0,5.188959503E0,-9.414821777E0,1.209327297E1
2.548646458E0,5.039121094E0,5.158722382E0,-7.297175446E0,1.025933368E1
2.558663459E0,4.123774567E0,5.176685028E0,-6.018983459E0,8.946046414E0
2.568679458E0,3.720662842E0,5.386548615E0,-6.185587006E0,9.006648909E0
2.578696458E0,3.784879303E0,5.571414185E0,-6.536607056E0,9.385797737E0
2.588712458E0,3.826941833E0,5.553152161E0,-6.805447998E0,9.581080585E0
2.598729458E0,3.604205017E0,5.352269897E0,-7.055577850E0,9.561289958E0
2.608746458E0,3.376528473E0,5.044509888E0,-7.231911163E0,9.441851704E0
2.618762458E0,3.365900574E0,4.878505096E0,-7.736661530E0,9.746026384E0
2.628779458E0,3.516786804E0,4.827610931E0,-8.035739594E0,1.001232878E1
2.638795458E0,3.628753967E0,4.778662720E0,-7.898325348E0,9.919022938E0
2.648812458E0,3.562292175E0,4.734205170E0,-7.738757172E0,9.746331961E0
2.658828458E0,3.395089874E0,4.722379761E0,-7.562872925E0,9.540678840E0
2.668845458E0,3.358116760E0,4.711452484E0,-7.343578949E0,9.348950982E0
2.678861458E0,3.420836334E0,4.706662445E0,-7.260651398E0,9.304399568E0
2.688878458E0,3.540437622E0,4.711901550E0,-7.197033691E0,9.302365760E0
2.698895458E0,3.719914398E0,4.795577545E0,-7.271578674E0,9.471598785E0
2.708911458E0,3.877087555E0,4.855153656E0,-7.281458130E0,9.572040401E0
2.718928458E0,4.001628571E0,4.984035645E0,-7.202721863E0,9.629789445E0
2.728944459E0,4.083657990E0,5.188211060E0,-7.495063934E0,9.988482365E0
2.738961458E0,4.113296356E0,5.317691803E0,-7.422315216E0,1.001438047E1
2.748977459E0,3.809278564E0,5.266498260E0,-6.970704346E0,9.530861776E0
2.758994458E0,3.295696564E0,5.134173431E0,-6.825955353E0,9.155054295E0
2.769011458E0,2.910846863E0,5.029241638E0,-7.002588043E0,9.099590113E0
2.779027458E0,2.735711060E0,4.940326538E0,-7.139104156E0,9.102623219E0
2.789044458E0,2.856659546E0,4.906796265E0,-7.355853424E0,9.292240469E0
2.799060458E0,3.581302643E0,5.023852844E0,-7.821535034E0,9.961989576E0
2.809077458E0,4.438569946E0,5.239853668E0,-8.420439606E0,1.086557743E1
2.819093458E0,4.841082916E0,5.460644531E0,-8.702153778E0,1.135703319E1
2.829110458E0,4.404291229E0,5.516628113E0,-8.169112244E0,1.079654398E1
2.839126458E0,3.358266449E0,5.443879395E0,-7.195237427E0,9.627316242E0
2.849143459E0,2.340981903E0,5.326074371E0,-6.671027527E0,8.851546348E0
2.859160458E0,1.865121460E0,5.232369232E0,-6.862180023E0,8.828696422E0
2.869176459E0,2.003433838E0,5.136119385E0,-7.474257202E0,9.287517979E0
2.879193458E0,2.575693817E0,4.947361908E0,-8.121511230E0,9.852387181E0
2.889209458E0,3.411705322E0,4.708309021E0,-8.477471008E0,1.027985514E1
2.899226458E0,4.077969818E0,4.527485046E0,-8.772806854E0,1.068129668E1
2.909242458E0,4.224664764E0,4.502786407E0,-8.629255371E0,1.061069866E1
2.919259458E0,3.826043701E0,4.652325439E0,-8.183482361E0,1.016130533E1
2.929275458E0,3.290008392E0,4.951253815E0,-8.021968231E0,9.984540243E0
2.939292458E0,2.993175659E0,5.212909698E0,-7.738757172E0,9.799076008E0
2.949308458E0,2.942431183E0,5.325475616E0,-7.488627319E0,9.648737272E0
2.959325458E0,2.982398071E0,5.250631256E0,-7.754773865E0,9.828547428E0
2.969342459E0,3.087180176E0,5.062921600E0,-8.183931427E0,1.010646279E1
2.979358458E0,3.173700256E0,4.885839844E0,-8.414452057E0,1.023458879E1
2.989375459E0,3.030298462E0,4.817731476E0,-8.647816772E0,1.035267986E1
2.999391458E0,2.753524017E0,4.803511047E0,-8.570876770E0,1.020370234E1
3.009408458E0,2.534978485E0,4.846771088E0,-8.351582794E0,9.983298106E0
3.019424458E0,2.342179413E0,4.909640350E0,-8.066276093E0,9.729089514E0
3.029441458E0,2.334994354E0,4.944368134E0,-7.719147949E0,9.459609925E0
3.039457459E0,2.545456696E0,4.943170624E0,-7.511529694E0,9.345446161E0
3.049474458E0,2.835703125E0,4.871469727E0,-7.542664948E0,9.416168224E0
3.059491458E0,2.884501648E0,4.814887390E0,-7.508236542E0,9.374278975E0
3.069507458E0,2.744542694E0,4.783153381E0,-7.735763397E0,9.500163483E0
3.079524625E0,2.784060516E0,4.775369568E0,-8.011340332E0,9.733279066E0
3.089540625E0,3.194656677E0,4.888234863E0,-8.540340271E0,1.034592110E1
3.099557625E0,3.687431946E0,5.019062805E0,-8.992699585E0,1.093877469E1
3.109573625E0,3.956871643E0,5.164560242E0,-9.159153442E0,1.123475000E1
3.119590625E0,3.962110748E0,5.286257172E0,-9.141041107E0,1.127836287E1
3.129606625E0,3.667972412E0,5.251978455E0,-8.254883881E0,1.044894287E1
3.139623625E0,3.035387878E0,5.061873779E0,-6.689888306E0,8.921364877E0
3.149640625E0,2.303110657E0,4.817432098E0,-6.032754822E0,8.056432303E0
3.159656625E0,1.922901306E0,4.596192169E0,-6.415508881E0,8.122886561E0
3.169673625E0,2.264640656E0,4.523742828E0,-7.390281830E0,8.955953997E0
3.179689625E0,3.424877930E0,4.693190460E0,-8.933871918E0,1.065691761E1
3.189706625E0,4.561614075E0,4.976700897E0,-9.923913116E0,1.200249667E1
3.199722625E0,5.058730316E0,5.297483826E0,-9.672735443E0,1.213325588E1
3.209739625E0,4.780159607E0,5.638175354E0,-8.567583618E0,1.131558378E1
3.219755625E0,3.614832916E0,5.644611969E0,-6.879244537E0,9.604825178E0
3.229772625E0,2.019450531E0,5.234015808E0,-4.724026337E0,7.334134356E0
3.239789625E0,6.665638733E-1,4.859644318E0,-4.760849762E0,6.835652182E0
3.249805625E0,4.635859680E-1,4.703518982E0,-6.656807098E0,8.164011484E0
3.259822625E0,1.438957672E0,4.794679413E0,-8.510851593E0,9.873912330E0
3.269838625E0,2.970422974E0,4.955145721E0,-9.496551819E0,1.111581658E1
3.279855625E0,4.212689667E0,4.976700897E0,-9.339228973E0,1.139014942E1
3.289871625E0,4.676275635E0,5.056484985E0,-9.099876709E0,1.141242088E1
3.299888625E0,4.398752747E0,5.075794830E0,-7.789202271E0,1.028515391E1
3.309904625E0,3.685336304E0,5.049748993E0,-6.364764404E0,8.921428949E0
3.319921625E0,2.983595581E0,5.078638916E0,-6.165379028E0,8.526799774E0
3.329938625E0,2.828218689E0,5.100194092E0,-6.575226746E0,8.788879763E0
3.339954625E0,3.066223755E0,5.162464600E0,-7.768994293E0,9.818861501E0
