"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.713666875E0,5.931864624E0,4.421655121E0,-5.104984131E0,8.988821664E0
1.723682875E0,6.065386963E0,4.604574738E0,-5.627248077E0,9.468735314E0
1.733699875E0,6.082451477E0,4.907694397E0,-6.098168793E0,9.913089472E0
1.743716875E0,6.182144165E0,5.228926392E0,-6.619983673E0,1.045871701E1
1.753733875E0,6.368806000E0,5.440735931E0,-6.889573059E0,1.084571410E1
1.763749875E0,6.182892609E0,5.438340912E0,-6.541397095E0,1.051634865E1
1.773766875E0,5.681136017E0,5.404062195E0,-5.938450928E0,9.835872817E0
1.783783875E0,5.041516113E0,5.383105774E0,-5.052293701E0,8.939820140E0
1.793800875E0,4.807103577E0,5.297932892E0,-4.484674072E0,8.443259990E0
1.803816875E0,5.208119659E0,5.173541565E0,-4.671934662E0,8.701552516E0
1.813833875E0,5.808371429E0,5.049898682E0,-5.531596985E0,9.478249868E0
1.823850875E0,6.217021637E0,5.046306152E0,-6.023474121E0,1.001992037E1
1.833867875E0,6.173462219E0,5.150938568E0,-6.409371643E0,1.028221031E1
1.843883875E0,6.001769257E0,5.234614563E0,-6.446943512E0,1.024624343E1
1.853900875E0,5.869743805E0,5.360353088E0,-6.706054688E0,1.039992534E1
1.863917875E0,5.743256836E0,5.375321960E0,-6.472240906E0,1.018670642E1
1.873934875E0,5.516927490E0,5.367837524E0,-5.309608612E0,9.351048724E0
1.883950875E0,5.192552032E0,5.458698578E0,-4.867278442E0,8.969413928E0
1.893967875E0,5.216951294E0,5.536237335E0,-5.060975647E0,9.136737883E0
1.903984875E0,5.990991669E0,5.523064728E0,-5.850583649E0,1.003122895E1
1.914001875E0,7.118596802E0,5.386249237E0,-6.804699554E0,1.122452838E1
1.924017875E0,7.632478180E0,5.126539307E0,-6.837032318E0,1.145779819E1
1.934034875E0,7.147037659E0,4.819976807E0,-6.363117828E0,1.071455049E1
